emp_no,first_name,last_name,title,hire_date,years
11980,Yechezkel,Pews,Staff,1992-01-20,30
11983,Jaana,Hedayat,Senior Engineer,1986-10-11,36
11989,Erzsebet,Peltason,Technique Leader,1989-01-07,33
11993,Marit,Dalphin,Senior Staff,1986-06-25,36
11994,Sigeru,Fiebach,Senior Staff,1993-11-11,29
12007,Marko,Dehkordi,Senior Engineer,1989-05-17,33
12011,Zhilian,Coorg,Senior Staff,1988-07-22,34
12015,Kensei,Guenter,Staff,1999-01-04,23
12021,Chikara,Rahimi,Senior Engineer,1991-09-30,31
12023,Chuanyi,Eppinger,Technique Leader,1994-12-08,28
12024,Mayumi,Lanzelotte,Staff,1997-11-03,25
12028,Ingemar,Walstra,Senior Engineer,1992-09-02,30
12030,Shuky,Cromarty,Staff,1996-06-24,26
12034,Aemilian,Piazza,Staff,1993-10-31,29
12036,Mads,Ratzlaff,Senior Staff,1986-09-05,36
12037,Arunas,Katzenelson,Senior Staff,1986-10-01,36
12040,Bluma,Kermarrec,Senior Staff,1993-12-29,29
12043,Masaki,Lubachevsky,Staff,1991-04-03,31
12044,Rance,Hemaspaandra,Senior Engineer,1990-04-19,32
12047,Jordanka,Ligten,Assistant Engineer,1992-01-19,30
12050,Yuchang,Tchuente,Engineer,1988-10-10,34
12053,Yechezkel,Pelc,Senior Engineer,1989-11-12,33
12054,Odysseas,Braccini,Staff,1994-01-03,28
12060,Toshimi,Antonakopoulos,Technique Leader,1996-06-21,26
12062,Margareta,Worfolk,Senior Staff,1985-02-03,37
12063,Lein,Bale,Senior Engineer,1994-07-24,28
12069,Ayonca,Burnard,Senior Engineer,1985-05-13,37
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,34
12076,Karlis,Siprelle,Senior Staff,1985-03-25,37
12080,Panayotis,Feinberg,Senior Staff,1993-05-17,29
12082,Xinan,Yamaashi,Senior Staff,1986-01-29,36
12089,Bilhanan,Socorro,Senior Staff,1986-10-22,36
12090,Shigenori,Angelopoulos,Engineer,1998-07-24,24
12091,Lansing,Cunliffe,Senior Engineer,1989-03-21,33
12092,Kauko,Unno,Senior Staff,1989-01-17,33
12093,Evgueni,Oxenboll,Senior Engineer,1994-01-19,28
12094,Weiru,Pearson,Senior Staff,1989-04-27,33
12099,Nobuyoshi,Kuzuoka,Senior Staff,1987-08-23,35
12102,Aron,Erde,Staff,1990-06-10,32
12112,Satyanarayana,Avouris,Senior Staff,1986-05-24,36
12114,Shiv,Rubsam,Staff,1991-08-15,31
12122,Satoru,Krone,Senior Engineer,1987-07-24,35
12123,Xiahua,Syrzycki,Senior Staff,1987-07-18,35
12125,Shounak,Erman,Engineer,1987-05-01,35
12138,Takahito,Brender,Engineer,1992-10-31,30
12140,Xudong,Paciorek,Senior Staff,1996-11-15,26
12149,Suebskul,Grandbois,Senior Staff,1988-10-01,34
12159,Shem,Perly,Senior Engineer,1985-07-17,37
12160,Aamer,Garrabrants,Senior Staff,1989-09-19,33
12164,Muneo,Chachaty,Engineer,1996-05-14,26
12165,Xiaobin,Maquelin,Senior Engineer,1985-04-27,37
12168,Arnd,Salverda,Senior Staff,1991-07-25,31
12172,Jianhua,Llado,Senior Staff,1990-12-08,32
12174,Slavian,Plavsic,Senior Engineer,1995-08-21,27
12183,Harngdar,Iisaku,Engineer,1987-09-19,35
12186,Guther,Nooteboom,Senior Staff,1989-10-30,33
12190,Abdulah,Engberts,Senior Engineer,1994-02-08,28
12191,Rosella,Bazzichi,Engineer,1994-03-20,28
12192,Feiyu,Klyachko,Senior Engineer,1985-03-16,37
12205,Sushant,Rossi,Senior Engineer,1986-04-14,36
12206,Barton,Janetzko,Senior Engineer,1985-03-27,37
12210,Vugranam,Ashish,Senior Staff,1992-11-08,30
12213,Kwangho,Brizzi,Senior Staff,1992-05-16,30
12216,Aloke,Mansanne,Engineer,1989-09-15,33
12218,Yaghout,Strooper,Senior Engineer,1985-02-18,37
12219,Junsik,Gadepally,Senior Staff,1993-12-27,29
12221,Vincent,Melter,Senior Engineer,1985-09-16,37
12222,Abdelwaheb,Holburn,Senior Staff,1986-09-01,36
12223,Niteen,Koyama,Senior Engineer,1986-08-13,36
12230,Yuriy,Bellone,Engineer,1994-03-02,28
12231,Nishit,Bharadwaj,Senior Engineer,1990-05-19,32
12235,Honesty,Haumacher,Staff,1997-07-10,25
12242,Satoru,Wolniewicz,Engineer,1994-02-24,28
12247,Subbu,Penttonen,Technique Leader,1985-04-09,37
12249,Eldridge,Sadowski,Senior Engineer,1987-02-28,35
12250,Kerhong,Aloia,Senior Engineer,1991-04-25,31
12256,Guadalupe,Reghbati,Senior Staff,1985-08-26,37
12258,Kankanahalli,Eiter,Senior Engineer,1990-06-22,32
12264,Mart,Pagter,Engineer,1987-07-24,35
12269,Mohammed,Whitcomb,Senior Engineer,1994-07-06,28
12270,Shakhar,Kornyak,Senior Staff,1988-01-04,34
12272,Behnaam,Grandbois,Senior Staff,1987-12-08,35
12273,Jaideep,Uehara,Senior Staff,1991-02-14,31
12281,Hisao,Langford,Senior Engineer,1993-09-22,29
12282,Tadahiro,Delgrange,Engineer,1997-01-09,25
12291,Masamitsu,Koyama,Senior Staff,1993-03-29,29
12298,Tetsurou,Rodham,Senior Engineer,1991-06-19,31
12308,Mototsugu,Cronau,Senior Staff,1985-08-11,37
12311,Susanne,Lubachevsky,Senior Engineer,1985-10-22,37
12316,Hyuncheol,Duclos,Engineer,1992-04-05,30
12317,Weiyi,Crabtree,Staff,1996-08-11,26
12327,DAIDA,Bruckman,Senior Engineer,1986-10-16,36
12328,Atilio,Prampolini,Staff,1993-03-31,29
12338,Kagan,Besselaar,Staff,1993-05-19,29
12339,Pranay,Czaja,Staff,1996-07-18,26
12341,Rasiah,Luga,Senior Engineer,1985-05-25,37
12343,Sorina,Slaats,Senior Staff,1988-08-25,34
12355,Vidar,Hutton,Senior Engineer,1989-08-23,33
12364,Neelam,Cummings,Assistant Engineer,1998-06-02,24
12365,Kamakshi,Bisiani,Senior Engineer,1985-04-07,37
12368,Gor,Dechter,Senior Staff,1992-06-14,30
12373,Mooi,Driscoll,Senior Staff,1985-03-22,37
12379,Kazuhisa,Serna,Technique Leader,1995-06-09,27
12381,Amalendu,Klerer,Senior Staff,1989-06-24,33
12388,Arumugam,Hebert,Senior Engineer,1993-07-02,29
12394,Stevo,Reeken,Engineer,1995-07-28,27
12395,Sanjit,Felder,Senior Staff,1988-02-04,34
12399,Mihalis,Luga,Senior Staff,1987-12-07,35
12411,Shao,Ibel,Senior Staff,1986-08-17,36
12413,Hugh,Gadepally,Senior Engineer,1988-05-04,34
12417,Dannz,Spelt,Senior Engineer,1988-07-05,34
12421,Toshimi,Gulik,Senior Engineer,1991-06-10,31
12422,Berhard,Demos,Senior Staff,1985-07-20,37
12426,Shahaf,Valtorta,Technique Leader,1996-05-31,26
12427,Zissis,Daescu,Senior Staff,1989-03-23,33
12434,Xumin,Bernardinello,Engineer,1994-09-11,28
12438,Yongmao,Mondadori,Senior Staff,1990-12-19,32
12450,Sanjeeva,Perng,Senior Engineer,1992-02-02,30
12452,Hiroyasu,Francisci,Engineer,1997-08-01,25
12454,Kerryn,Farris,Staff,1986-09-10,36
12464,Shai,Milicic,Staff,1986-08-18,36
12466,Cullen,Nations,Senior Staff,1994-02-19,28
12468,Ioana,Baezner,Staff,1993-12-08,29
12475,Filipe,Roison,Senior Engineer,1987-04-26,35
12480,Tetsushi,Schade,Staff,1992-12-01,30
12487,Mona,Reghbati,Senior Staff,1987-10-04,35
12488,Etsuo,Gerteisen,Senior Engineer,1990-04-27,32
12489,Arnould,Munck,Senior Engineer,1986-04-11,36
12490,Jackson,Muchinsky,Senior Engineer,1988-05-16,34
12492,Kristinn,Hammerschmidt,Senior Engineer,1992-11-16,30
12497,Stein,Penz,Senior Staff,1985-04-05,37
12499,Izaskun,Lamba,Senior Staff,1989-12-13,33
12501,Morrie,Matheson,Senior Staff,1986-06-05,36
12502,Danil,VanScheik,Senior Engineer,1989-06-06,33
12504,Adly,Rosaz,Engineer,1987-04-17,35
12506,Gay,Rodite,Engineer,1990-08-29,32
12509,Rutger,Krzyzanowski,Senior Staff,1991-09-26,31
12514,Tomofumi,Melter,Engineer,1985-12-03,37
12515,Pranav,Wilharm,Senior Engineer,1992-04-03,30
12520,Goetz,Basart,Engineer,1989-09-14,33
12522,Trygve,Zhang,Technique Leader,1994-08-28,28
12523,Tonia,Casley,Senior Staff,1989-03-03,33
12524,Tetsushi,Demeyer,Engineer,1996-03-06,26
12528,Conor,Cincotta,Senior Staff,1988-09-24,34
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14,37
12537,Avishai,Gonthier,Senior Staff,1991-05-30,31
12540,Poornachandra,Bresenham,Senior Staff,1994-01-02,28
12541,Shih,Nanard,Senior Staff,1988-08-31,34
12542,Kazuhide,Bouloucos,Senior Staff,1987-09-12,35
12551,Jeane,Tzvieli,Senior Engineer,1987-12-04,35
12553,Aral,Vesna,Senior Staff,1987-02-28,35
12555,Spyrose,DuCasse,Assistant Engineer,1995-07-23,27
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,34
12558,Danco,Niizuma,Senior Engineer,1989-08-12,33
12563,Honesty,Ducloy,Engineer,1991-04-06,31
12564,Remco,Nitsche,Staff,1993-09-06,29
12571,Abdelaziz,Candan,Engineer,1996-04-29,26
12574,Mong,Gelosh,Engineer,1992-09-27,30
12586,Oguz,Tasistro,Senior Engineer,1993-01-25,29
12588,Yagil,Kenevan,Senior Engineer,1997-02-08,25
12589,Anoosh,Chleq,Senior Engineer,1988-09-08,34
12590,Gita,Rosenbaum,Senior Staff,1993-02-24,29
12596,Breannda,Roisin,Senior Staff,1986-04-25,36
12597,Kazuhito,Petereit,Senior Staff,1991-10-23,31
12601,Ghassan,Simkin,Senior Engineer,1988-12-17,34
12603,Utpal,Roison,Staff,1994-12-25,28
12608,Nectarios,Mondadori,Senior Staff,1985-06-23,37
12612,Chandrasekaran,Thimonier,Staff,1992-10-13,30
12617,Shawna,Rusterholz,Senior Staff,1991-03-03,31
12623,Raimond,Scharstein,Senior Staff,1991-11-04,31
12626,Gill,Comyn,Senior Engineer,1990-09-25,32
12630,Sreekrishna,Falco,Senior Staff,1989-06-03,33
12635,Xinyu,Restivo,Senior Engineer,1985-11-27,37
12636,Yuuichi,Debuse,Senior Staff,1989-04-15,33
12638,Yuqun,Seiwald,Engineer,1986-07-01,36
12639,Zeljko,Schapire,Senior Engineer,1994-05-21,28
12642,Suebskul,Gips,Senior Staff,1987-05-24,35
12644,Bernt,Jayawardene,Senior Engineer,1989-10-29,33
12645,Kyoichi,Decaestecker,Staff,1990-01-03,32
12651,Pragnesh,Bael,Senior Staff,1988-01-27,34
12656,Seshu,Morton,Senior Staff,1994-06-27,28
12662,Leucio,Alvarado,Engineer,1985-08-27,37
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,36
12664,Zhonghua,Parveen,Staff,1987-08-19,35
12666,Stamatina,Prenel,Engineer,1998-04-19,24
12670,Seongbae,Alameldin,Engineer,1998-01-18,24
12672,Mayumi,Varman,Senior Engineer,1997-06-07,25
12680,Bader,Staudhammer,Staff,1993-08-26,29
12687,Weicheng,Badache,Staff,1996-05-24,26
12689,Luerbio,Boudaillier,Senior Engineer,1987-04-12,35
12691,Oddvar,Gils,Senior Engineer,1987-11-21,35
12697,Uri,Brizzi,Senior Staff,1986-07-11,36
12707,Gregory,Zastre,Staff,1989-02-26,33
12709,Ronghao,Botman,Senior Engineer,1985-12-02,37
12715,Honglan,Showalter,Staff,1991-07-31,31
12717,Tzu,Jiafu,Staff,1988-05-16,34
12722,Elliott,Cheshire,Senior Staff,1985-03-29,37
12725,Inderjeet,Flexer,Senior Staff,1994-05-28,28
12726,Fumitake,Panwar,Senior Engineer,1988-09-04,34
12729,Nahla,Rahier,Senior Engineer,1987-08-25,35
12731,Yongmao,Waymire,Senior Staff,1988-04-05,34
12732,Mara,Takanami,Senior Staff,1988-04-06,34
12734,Gil,Frijda,Senior Engineer,1986-03-03,36
12746,Heekeun,Lunn,Senior Engineer,1991-07-08,31
12747,Salvador,Atrawala,Technique Leader,1994-05-23,28
12748,Berry,Kakkar,Engineer,1994-08-13,28
12753,Kazuhito,Syrotiuk,Senior Engineer,1991-08-26,31
12754,Ronnie,Tetzlaff,Senior Engineer,1993-09-17,29
12755,Rildo,Rodite,Senior Staff,1987-03-18,35
12761,Hitofumi,Schaad,Senior Staff,1996-05-06,26
12769,Abdelwaheb,Gluchowski,Engineer,1994-09-02,28
12770,Maik,Benzaken,Senior Staff,1990-11-16,32
12773,Jenwei,Lovengreen,Senior Engineer,1985-03-05,37
12774,Moon,Asrin,Engineer,1995-02-06,27
12777,Sreenivas,Cichocki,Senior Staff,1994-05-14,28
12785,Bouchung,Armand,Senior Engineer,1991-02-15,31
12786,Weiyi,Schusler,Engineer,1998-10-21,24
12789,Sanjai,Felcyn,Engineer,1996-09-24,26
12790,Gunilla,Perl,Senior Staff,1986-04-22,36
12795,Masoud,Fordan,Senior Staff,1986-10-11,36
12796,Saniya,Stanfel,Senior Engineer,1992-05-24,30
12798,Lillian,Beeson,Senior Staff,1987-12-27,35
12799,Tiina,Businaro,Senior Staff,1993-12-25,29
12803,Gad,Boissier,Senior Staff,1985-03-16,37
12807,Gretta,Babb,Senior Engineer,1991-11-29,31
12810,Kristof,Staelin,Technique Leader,1991-02-08,31
12815,Sushant,Junot,Senior Staff,1985-02-27,37
12819,Mountaz,Gubsky,Senior Engineer,1986-11-30,36
12821,Arco,Gihr,Engineer,1995-11-02,27
12828,Oksana,Camurati,Staff,1993-05-04,29
12829,Harngdar,Harbusch,Senior Engineer,1995-07-06,27
12840,Zhensheng,Ferretti,Engineer,1992-11-19,30
12843,Yinlin,Heijenga,Senior Engineer,1991-12-25,31
12848,Kazuhide,Smeets,Engineer,1987-06-14,35
12851,Kwangyoen,Ramsay,Staff,1989-05-19,33
12855,Mabhin,Murrill,Senior Staff,1992-08-12,30
12857,Alagu,Gils,Senior Engineer,1995-07-05,27
12863,Leif,Matheson,Senior Engineer,1985-09-06,37
12865,Katsuyuki,Rothe,Senior Staff,1994-02-14,28
12868,Berthier,Nanard,Senior Engineer,1990-01-07,32
12869,Jacopo,Swiler,Staff,1994-07-28,28
12872,Marl,Schmittgen,Senior Staff,1986-09-09,36
12879,Baruch,Eugenio,Senior Engineer,1986-05-14,36
12881,Huai,Yurek,Staff,1994-07-22,28
12885,Anwar,Collavizza,Senior Engineer,1990-09-11,32
12887,Hilari,DuBourdieux,Senior Engineer,1994-09-19,28
12889,Mayumi,Mukaidono,Engineer,1999-01-22,23
12890,Neven,Casley,Senior Staff,1985-10-31,37
12893,Licheng,Crouzet,Senior Staff,1987-03-18,35
12895,Roddy,Serot,Senior Engineer,1988-05-25,34
12899,Chinho,Sethi,Senior Staff,1989-01-13,33
12905,Munehiro,Gecsei,Senior Engineer,1987-07-19,35
12910,Uno,Casley,Staff,1992-04-27,30
12915,Arco,Ligten,Senior Staff,1992-04-14,30
12923,Chaosheng,Journel,Senior Engineer,1990-01-02,32
12926,Heekeun,Luby,Senior Staff,1985-12-24,37
12934,Adil,Solares,Senior Engineer,1989-10-15,33
12936,Reinhold,Farrow,Technique Leader,1991-08-19,31
12940,Odinaldo,Farrar,Senior Engineer,1987-12-12,35
12941,Tommaso,Perelgut,Senior Engineer,1986-11-06,36
12944,Alselm,Benzmuller,Senior Staff,1989-04-02,33
12949,Geoff,Asrin,Senior Engineer,1987-02-12,35
12960,Tayeb,Navazio,Engineer,1994-06-09,28
12962,Paraskevi,Beerel,Senior Staff,1993-10-21,29
12969,Mohan,Angot,Senior Staff,1989-11-16,33
12977,Byong,Markovitch,Senior Engineer,1987-08-24,35
12982,Sachem,Aamodt,Senior Engineer,1992-01-11,30
12983,Elliott,Hambrick,Staff,1985-12-01,37
12986,Khun,Hennebert,Senior Engineer,1990-09-20,32
12987,Youngkon,Kading,Senior Engineer,1993-05-03,29
13000,Adhemar,Chiodo,Engineer,1994-05-11,28
13002,Henk,Muhlberg,Senior Engineer,1989-05-02,33
13004,Fan,Beznosov,Senior Engineer,1990-05-18,32
13008,Jayesh,Zaumen,Engineer,1996-03-06,26
13011,Aamer,Glowinski,Technique Leader,1989-10-08,33
13013,Heekeun,Baak,Engineer,1993-02-24,29
13027,Paraskevi,Kohling,Technique Leader,1992-01-23,30
13030,Yahiko,Kroll,Senior Staff,1987-07-02,35
13034,Arunas,Rosen,Senior Staff,1992-06-23,30
13046,Vivian,Stafford,Senior Staff,1987-04-19,35
13047,Atilio,Chelton,Senior Engineer,1987-01-04,35
13048,Kerhong,Massonet,Senior Engineer,1994-04-05,28
13052,Aleksandar,Schlenzig,Senior Engineer,1991-07-27,31
13054,Samphel,Masamoto,Senior Engineer,1989-08-14,33
13065,Zine,Schiper,Senior Staff,1992-01-27,30
13067,Wayne,Kornyak,Senior Engineer,1993-04-08,29
13075,Rosella,Morrin,Senior Staff,1986-08-17,36
13076,Deniz,Skafidas,Engineer,1988-06-14,34
13084,Domenico,Pagter,Senior Staff,1994-03-30,28
13086,Dzung,Domenig,Senior Staff,1989-06-03,33
13093,Sajjan,Unno,Staff,1995-04-01,27
13096,Ibibia,Armand,Senior Engineer,1988-10-25,34
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,34
13108,Rance,Matteis,Senior Staff,1989-12-14,33
13110,Maria,Kamble,Senior Engineer,1989-07-16,33
13124,Quingbo,Garnick,Senior Staff,1985-03-17,37
13126,Parviz,Hennebert,Senior Engineer,1989-11-12,33
13133,Guther,Senzako,Senior Staff,1985-09-03,37
13134,Lorien,Chepyzhov,Senior Engineer,1987-08-29,35
13140,Shuji,Vidal,Staff,1994-07-20,28
13143,Qingxiang,Ventosa,Technique Leader,1990-02-25,32
13144,Persi,Nollmann,Senior Staff,1987-10-16,35
13146,Haldon,Erie,Senior Staff,1985-05-25,37
13147,Shichao,Ginesta,Senior Staff,1985-12-16,37
13150,Mahmut,Stavenow,Technique Leader,1991-06-15,31
13156,Akeel,Millington,Senior Engineer,1986-12-29,36
13159,Jingling,Ranst,Staff,1999-06-19,23
13161,Manu,Picci,Senior Engineer,1989-12-03,33
13165,Lucian,Benner,Senior Engineer,1988-03-16,34
13168,Munir,Stentiford,Senior Engineer,1987-09-11,35
13170,Cheong,Bernardeschi,Senior Staff,1986-05-07,36
13171,Anoosh,Birnbaum,Senior Engineer,1987-08-31,35
13173,Arve,Horswill,Senior Staff,1987-09-24,35
13175,Yucai,Swick,Senior Engineer,1991-01-20,31
13179,Moty,Janocha,Staff,1987-04-16,35
13182,Kokou,Rodite,Engineer,1985-08-27,37
13186,Kyoichi,Barbanera,Senior Staff,1986-04-29,36
13189,Yuuichi,Bazzichi,Staff,1999-07-01,23
13192,Rosita,Flowers,Technique Leader,1988-11-10,34
13200,Weidon,Pauthner,Senior Engineer,1991-08-07,31
13202,Aram,Scharstein,Senior Staff,1986-03-29,36
13203,Phule,Emmart,Senior Staff,1990-01-12,32
13204,Mircea,Pellegrinelli,Assistant Engineer,1991-11-17,31
13206,Tetsurou,Rullman,Staff,1999-03-06,23
13210,Jianhua,Klassen,Senior Staff,1986-09-19,36
13213,Hein,Billawala,Senior Staff,1988-02-03,34
13216,Stabislas,Weedman,Staff,1991-03-10,31
13227,Goncalo,Pell,Staff,1996-03-04,26
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,36
13233,Alselm,Chvatal,Senior Engineer,1987-03-31,35
13235,Taizo,Remmers,Engineer,1991-05-07,31
13238,Ebru,Foote,Senior Staff,1985-10-30,37
13240,King,Pileggi,Senior Engineer,1987-12-20,35
13246,Adil,Siepmann,Staff,1999-12-31,23
13250,Zeydy,Schusler,Senior Engineer,1985-11-19,37
13252,Morris,Kavvadias,Staff,1994-10-06,28
13260,JoAnna,McDermid,Technique Leader,1995-12-25,27
13263,Subhash,Zockler,Senior Staff,1989-06-30,33
13272,Arun,Jiang,Senior Staff,1985-03-10,37
13276,Yechiam,Seuren,Senior Staff,1986-03-09,36
13282,Cordelia,Macedo,Senior Staff,1989-04-16,33
13288,Muneo,Broomell,Senior Staff,1987-04-14,35
13290,Stamatina,Karner,Staff,1994-04-13,28
13291,Georg,Stamatiou,Senior Engineer,1986-10-30,36
13294,Haldun,Stroustrup,Staff,1993-03-23,29
13302,Mack,Alencar,Senior Engineer,1987-04-19,35
13303,Koldo,Rissanen,Staff,1994-03-21,28
13309,Toshimori,Lipner,Senior Engineer,1997-08-22,25
13312,Filipp,Schurmann,Engineer,1991-11-07,31
13315,Sakthirel,Stroustrup,Senior Engineer,1988-05-08,34
13320,Gino,Bahr,Senior Engineer,1989-09-29,33
13332,Nidapan,Pearson,Senior Engineer,1987-09-24,35
13333,Yoshinari,Hennebert,Engineer,1988-03-23,34
13341,Bodh,Doering,Senior Staff,1986-03-11,36
13342,Georgy,Doering,Engineer,1993-11-16,29
13343,Heon,Usery,Senior Staff,1988-07-29,34
13346,Francoise,Zastre,Senior Engineer,1993-09-29,29
13347,Lein,Sifakis,Senior Engineer,1994-05-25,28
13349,Zeydy,Danner,Senior Staff,1990-12-29,32
13357,Mabry,Llado,Engineer,1999-01-24,23
13361,Wilmer,Baek,Staff,1996-05-03,26
13368,Kiyokazu,Klassen,Staff,1988-04-24,34
13371,Nakhoon,Riexinger,Senior Engineer,1986-07-29,36
13373,Juichirou,Naumovich,Senior Staff,1987-06-13,35
13374,Atreye,Kalefeld,Senior Engineer,1997-08-13,25
13378,Rafols,Zhiwei,Technique Leader,1996-09-26,26
13379,Kinh,Engelmann,Senior Staff,1990-12-06,32
13385,Claudi,Buchter,Senior Staff,1986-06-10,36
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,36
13388,Shuji,Cesareni,Technique Leader,1990-01-21,32
13389,Divine,Cmelik,Senior Staff,1988-03-23,34
13390,Nathan,Hutton,Engineer,1989-07-24,33
13392,Fumitake,Beidas,Senior Staff,1988-08-26,34
13394,Anneke,Lorys,Senior Staff,1995-03-06,27
13396,Chuanyi,Aumann,Senior Staff,1987-09-22,35
13402,Augustine,Dulli,Engineer,1985-09-15,37
13405,Randy,Baba,Senior Staff,1986-09-18,36
13407,Gio,Chenoweth,Senior Engineer,1987-10-30,35
13408,Sreekrishna,Lagarias,Senior Engineer,1986-04-26,36
13412,Ranga,Erdmenger,Staff,1996-03-21,26
13415,Nathalie,Speer,Technique Leader,1986-01-01,36
13416,Fox,Billawala,Senior Engineer,1996-01-25,26
13417,Dipayan,Condotta,Senior Staff,1990-11-05,32
13422,Vishwani,Gerlach,Senior Engineer,1988-01-17,34
13427,Sreekrishna,Narwekar,Staff,1993-07-10,29
13439,Domenick,Ullian,Engineer,1990-09-09,32
13442,Giordano,Miake,Senior Staff,1987-06-16,35
13443,Mayuko,Puppo,Senior Engineer,1985-03-06,37
13445,Renee,Dehkordi,Engineer,1986-04-14,36
13451,Gretta,Weiland,Senior Staff,1986-08-23,36
13453,Sugwoo,Lalonde,Senior Engineer,1995-01-09,27
13456,Uzi,Erol,Senior Engineer,1996-06-18,26
13457,Shooichi,Parfitt,Senior Engineer,1986-01-18,36
13458,Feipei,Nivat,Senior Engineer,1985-12-12,37
13460,Yinghua,Gips,Senior Engineer,1992-06-13,30
13463,Theron,Berstel,Senior Engineer,1988-01-26,34
13465,Sasan,Rehfuss,Engineer,1985-07-08,37
13467,Zhigen,Katzenelson,Senior Engineer,1991-07-26,31
13472,Dzung,Larfeldt,Engineer,1995-04-24,27
13475,Kamakshi,Piancastelli,Senior Staff,1990-04-14,32
13493,Uinam,Jullig,Senior Engineer,1987-09-07,35
13500,Irene,Erol,Senior Engineer,1991-11-07,31
13504,Parto,Mandell,Engineer,1986-12-21,36
13505,Chandrasekaran,Hambrick,Staff,1993-01-09,29
13520,Takahiro,Mahnke,Senior Engineer,1992-08-10,30
13522,Jaewon,Vingron,Senior Staff,1990-09-04,32
13523,Dines,Karunanithi,Staff,1991-01-01,31
13524,Chaoyi,Porotnikoff,Senior Staff,1985-07-27,37
13535,Arunas,Schlenzig,Senior Engineer,1986-05-19,36
13539,Cedric,Bala,Senior Engineer,1990-04-02,32
13540,Cordelia,Krohn,Staff,1994-12-06,28
13544,Beshir,Sullins,Senior Staff,1992-04-24,30
13546,Aimee,Brookner,Senior Engineer,1988-10-26,34
13549,Matk,Koprowski,Technique Leader,1988-05-12,34
13552,Ingmar,Capobianchi,Senior Staff,1985-03-23,37
13554,Divine,Birke,Senior Staff,1993-01-16,29
13571,Eben,Passino,Senior Engineer,1991-12-05,31
13575,Kazuhiko,Hettesheimer,Senior Engineer,1991-03-09,31
13576,Jungsoon,Engberts,Senior Staff,1986-08-22,36
13586,Abdelwaheb,Klassen,Senior Engineer,1989-07-18,33
13591,Jinxi,Poulakidas,Assistant Engineer,1999-06-24,23
13596,Georg,Marletta,Senior Engineer,1993-07-24,29
13598,Subhrajyoti,Barvinok,Engineer,1991-10-31,31
13600,Baocai,Babu,Staff,1992-08-30,30
13605,Dmitry,Encarnacion,Senior Staff,1985-09-29,37
13612,Shao,Mansanne,Engineer,1990-05-06,32
13617,Prodip,Fioravanti,Engineer,1997-01-07,25
13621,Fei,Haddadi,Engineer,1986-08-24,36
13624,Zhigen,Yurek,Senior Staff,1987-05-12,35
13629,Dzung,Trelles,Senior Engineer,1987-01-03,35
13642,Inderjeet,Luit,Senior Staff,1992-03-04,30
13643,Geoff,Chenney,Senior Engineer,1989-07-08,33
13648,Zejun,Lamba,Technique Leader,1985-11-16,37
13653,Kristen,Iivonen,Senior Staff,1985-07-11,37
13662,Tianruo,Zucker,Senior Staff,1989-02-06,33
13670,Moti,Takanami,Senior Engineer,1987-04-16,35
13673,Kish,Levasseur,Senior Staff,1992-09-18,30
13680,Denny,Speer,Staff,1985-03-18,37
13683,Zhilian,Vakili,Senior Engineer,1989-11-04,33
13685,Weicheng,Hockney,Senior Engineer,1988-03-08,34
13697,Shuichi,Weedon,Technique Leader,1985-06-20,37
13704,Vishu,Kumaresan,Senior Engineer,1986-05-03,36
13708,Taizo,Bolsens,Senior Engineer,1989-01-29,33
13713,Nitsan,Porenta,Senior Staff,1990-05-14,32
13719,Hugh,Porotnikoff,Senior Engineer,1990-07-06,32
13721,Sugwoo,Delgrossi,Senior Staff,1985-08-25,37
13727,Vitali,Merey,Staff,1985-09-21,37
13730,Munehiro,Kalorkoti,Senior Staff,1991-07-20,31
13738,Bangqing,Mitchem,Engineer,1988-07-25,34
13744,Hisao,Quittner,Senior Engineer,1989-09-14,33
13745,Ung,Camurati,Senior Engineer,1989-10-23,33
13758,Subhrajyoti,Sidou,Senior Staff,1992-12-23,30
13762,Fumino,Choobineh,Senior Staff,1990-05-15,32
13766,Tremaine,Heemskerk,Senior Staff,1986-08-18,36
13769,Yakichi,Trogemann,Senior Staff,1986-10-24,36
13772,Khalil,Klyachko,Engineer,1990-01-07,32
13775,Arve,Maierhofer,Senior Staff,1987-10-21,35
13776,Marjo,Brookner,Senior Staff,1994-01-30,28
